Order_ID,Order_Date,Carrier,Route,Region,Shipment_Type,Promised_TAT_Days,Actual_TAT_Days,On_Time,In_Full,OTIF,Freight_Cost_INR,Service_Failure_Reason,TAT_Delay
ORD101978,2024-03-02,BlueDart,Delhi-Mumbai,North,Express,1,3,FALSE,TRUE,FALSE,1051.38,Vehicle Breakdown,2
ORD101979,2024-02-14,BlueDart,Lucknow-Patna,East,Economy,7,8,FALSE,TRUE,FALSE,294.24,Driver Shortage,1
ORD101980,2024-06-28,Delhivery,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,870.81,None,0
ORD101981,2024-06-25,DTDC,Bangalore-Hyderabad,South,Standard,3,5,FALSE,TRUE,FALSE,534.94,Vehicle Breakdown,2
ORD101982,2024-03-18,Ekart,Bangalore-Hyderabad,South,Economy,7,7,TRUE,TRUE,TRUE,204.53,None,0
ORD101983,2024-03-30,Delhivery,Surat-Nagpur,West,Economy,8,8,TRUE,TRUE,TRUE,224.55,None,0
ORD101984,2024-06-28,Ekart,Delhi-Mumbai,North,Standard,4,7,FALSE,TRUE,FALSE,581.79,High Volume Surge,3
ORD101985,2024-09-15,XpressBees,Delhi-Mumbai,North,Standard,3,7,FALSE,FALSE,FALSE,788.37,None,4
ORD101986,2024-11-26,Delhivery,Bangalore-Hyderabad,South,Standard,3,3,TRUE,FALSE,FALSE,416.22,Address Issue,0
ORD101987,2024-09-09,Delhivery,Bhopal-Indore,Central,Economy,8,8,TRUE,TRUE,TRUE,240.4,None,0
ORD101988,2024-04-20,Ekart,Lucknow-Patna,East,Economy,7,10,FALSE,TRUE,FALSE,300.25,None,3
ORD101989,2024-03-19,Delhivery,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,814.65,None,0
ORD101990,2024-06-30,DTDC,Jaipur-Ahmedabad,North,Economy,8,10,FALSE,TRUE,FALSE,281.31,Vehicle Breakdown,2
ORD101991,2024-11-21,BlueDart,Lucknow-Patna,East,Standard,3,6,FALSE,TRUE,FALSE,727.49,None,3
ORD101992,2024-09-08,Delhivery,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,881.22,None,0
ORD101993,2024-03-03,BlueDart,Chennai-Pune,South,Express,1,2,FALSE,TRUE,FALSE,803.95,Address Issue,1
ORD101994,2024-07-24,Ekart,Bhopal-Indore,Central,Express,1,1,TRUE,TRUE,TRUE,830.51,None,0
ORD101995,2024-06-12,DTDC,Delhi-Mumbai,North,Standard,5,8,FALSE,TRUE,FALSE,707.76,Address Issue,3
ORD101996,2024-10-16,DTDC,Chennai-Pune,South,Express,1,3,FALSE,TRUE,FALSE,1052.2,None,2
ORD101997,2024-10-22,Ekart,Jaipur-Ahmedabad,North,Standard,4,4,TRUE,TRUE,TRUE,465.35,None,0
ORD101998,2024-05-09,DTDC,Lucknow-Patna,East,Express,2,7,FALSE,TRUE,FALSE,1239.72,None,5
ORD101999,2024-10-19,XpressBees,Bangalore-Hyderabad,South,Express,1,2,FALSE,FALSE,FALSE,972.05,Vehicle Breakdown,1
ORD102000,2024-09-08,XpressBees,Kolkata-Delhi,North,Economy,7,12,FALSE,TRUE,FALSE,367.4,None,5
ORD102001,2024-01-15,Delhivery,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,831.2,None,0
ORD102002,2024-11-22,Ekart,Surat-Nagpur,West,Economy,8,9,FALSE,TRUE,FALSE,216.5,None,1
ORD102003,2024-09-19,DTDC,Kolkata-Delhi,North,Economy,8,10,FALSE,TRUE,FALSE,370.64,None,2
ORD102004,2024-10-27,Ekart,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,791.95,None,0
ORD102005,2024-11-23,Ekart,Mumbai-Chennai,West,Express,2,3,FALSE,TRUE,FALSE,811.29,None,1
ORD102006,2024-06-05,Ekart,Surat-Nagpur,West,Standard,3,3,TRUE,FALSE,FALSE,442.88,Customs Hold,0
ORD102007,2024-08-02,DTDC,Chennai-Pune,South,Economy,7,9,FALSE,TRUE,FALSE,259.09,Weather Delay,2
ORD102008,2024-04-11,XpressBees,Kolkata-Delhi,North,Standard,4,7,FALSE,TRUE,FALSE,675.88,Customs Hold,3
ORD102009,2024-07-02,DTDC,Delhi-Mumbai,North,Economy,7,12,FALSE,TRUE,FALSE,382.96,Driver Shortage,5
ORD102010,2024-01-05,DTDC,Bangalore-Hyderabad,South,Economy,7,7,TRUE,TRUE,TRUE,277.67,None,0
ORD102011,2024-12-11,Ekart,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,446.64,None,0
ORD102012,2024-06-27,XpressBees,Kolkata-Delhi,North,Standard,3,5,FALSE,TRUE,FALSE,821.87,Customs Hold,2
ORD102013,2024-05-29,XpressBees,Chennai-Pune,South,Economy,7,7,TRUE,TRUE,TRUE,295.78,None,0
ORD102014,2024-05-04,Ekart,Kolkata-Delhi,North,Economy,7,8,FALSE,TRUE,FALSE,338.82,High Volume Surge,1
ORD102015,2024-07-28,Ekart,Chennai-Pune,South,Economy,7,7,TRUE,TRUE,TRUE,236.76,None,0
ORD102016,2024-06-17,BlueDart,Chennai-Pune,South,Economy,8,8,TRUE,TRUE,TRUE,200.1,None,0
ORD102017,2024-10-25,XpressBees,Bhopal-Indore,Central,Express,2,4,FALSE,TRUE,FALSE,1055.69,High Volume Surge,2
ORD102018,2024-10-19,BlueDart,Chennai-Pune,South,Express,1,1,TRUE,TRUE,TRUE,934.61,None,0
ORD102019,2024-09-02,Delhivery,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,894.49,None,0
ORD102020,2024-07-30,Ekart,Jaipur-Ahmedabad,North,Economy,7,7,TRUE,TRUE,TRUE,229.23,None,0
ORD102021,2024-05-05,Ekart,Jaipur-Ahmedabad,North,Standard,5,5,TRUE,TRUE,TRUE,416.31,None,0
ORD102022,2024-10-17,BlueDart,Delhi-Mumbai,North,Standard,4,8,FALSE,TRUE,FALSE,581.01,Vehicle Breakdown,4
ORD102023,2024-07-01,BlueDart,Delhi-Mumbai,North,Express,2,3,FALSE,TRUE,FALSE,1241.21,Customs Hold,1
ORD102024,2024-02-10,DTDC,Bhopal-Indore,Central,Standard,3,4,FALSE,TRUE,FALSE,623.49,Customs Hold,1
ORD102025,2024-02-13,DTDC,Kochi-Coimbatore,South,Express,1,2,FALSE,TRUE,FALSE,1005.02,Vehicle Breakdown,1
ORD102026,2024-07-27,Delhivery,Mumbai-Chennai,West,Economy,8,8,TRUE,FALSE,FALSE,207.01,Vehicle Breakdown,0
ORD102027,2024-05-15,Delhivery,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,814.77,None,0
ORD102028,2024-12-11,Delhivery,Lucknow-Patna,East,Economy,6,7,FALSE,TRUE,FALSE,320.77,Driver Shortage,1
ORD102029,2024-03-19,DTDC,Lucknow-Patna,East,Express,1,6,FALSE,TRUE,FALSE,1547.92,Weather Delay,5
ORD102030,2024-03-20,XpressBees,Mumbai-Chennai,West,Standard,4,5,FALSE,TRUE,FALSE,561.29,Weather Delay,1
ORD102031,2024-04-11,DTDC,Kolkata-Delhi,North,Standard,3,4,FALSE,TRUE,FALSE,725.82,Vehicle Breakdown,1
ORD102032,2024-04-20,Delhivery,Kolkata-Delhi,North,Economy,6,9,FALSE,FALSE,FALSE,277.32,Weather Delay,3
ORD102033,2024-08-07,BlueDart,Kolkata-Delhi,North,Express,1,2,FALSE,TRUE,FALSE,1118.59,Driver Shortage,1
ORD102034,2024-05-07,Ekart,Surat-Nagpur,West,Express,2,3,FALSE,TRUE,FALSE,846.33,Address Issue,1
ORD102035,2024-10-24,Delhivery,Delhi-Mumbai,North,Standard,5,7,FALSE,TRUE,FALSE,665.54,None,2
ORD102036,2024-01-24,Ekart,Bhopal-Indore,Central,Standard,3,3,TRUE,FALSE,FALSE,429.38,Vehicle Breakdown,0
ORD102037,2024-05-29,DTDC,Bangalore-Hyderabad,South,Standard,4,4,TRUE,FALSE,FALSE,610.81,Vehicle Breakdown,0
ORD102038,2024-08-31,Ekart,Delhi-Mumbai,North,Express,2,6,FALSE,TRUE,FALSE,1260.75,Weather Delay,4
ORD102039,2024-04-03,Ekart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,479.92,None,0
ORD102040,2024-03-19,BlueDart,Chennai-Pune,South,Standard,4,4,TRUE,TRUE,TRUE,487.84,None,0
ORD102041,2024-01-21,Delhivery,Surat-Nagpur,West,Standard,5,5,TRUE,TRUE,TRUE,433.5,None,0
ORD102042,2024-03-16,Ekart,Kochi-Coimbatore,South,Standard,4,4,TRUE,TRUE,TRUE,487.34,None,0
ORD102043,2024-08-22,XpressBees,Kolkata-Delhi,North,Express,1,5,FALSE,TRUE,FALSE,1383.62,None,4
ORD102044,2024-02-07,BlueDart,Bhopal-Indore,Central,Express,2,3,FALSE,TRUE,FALSE,891.27,None,1
ORD102045,2024-11-02,BlueDart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,488.93,None,0
ORD102046,2024-02-26,Ekart,Bangalore-Hyderabad,South,Express,2,2,TRUE,TRUE,TRUE,819.12,None,0
ORD102047,2024-05-10,BlueDart,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,925.71,None,0
ORD102048,2024-03-31,Delhivery,Kolkata-Delhi,North,Economy,7,8,FALSE,FALSE,FALSE,318.57,None,1
ORD102049,2024-10-03,Ekart,Lucknow-Patna,East,Economy,7,11,FALSE,TRUE,FALSE,280.49,Driver Shortage,4
ORD102050,2024-09-17,Delhivery,Kolkata-Delhi,North,Standard,4,7,FALSE,TRUE,FALSE,670.28,Customs Hold,3
ORD102051,2024-09-16,DTDC,Kochi-Coimbatore,South,Standard,3,5,FALSE,FALSE,FALSE,546.69,Customs Hold,2
ORD102052,2024-05-11,BlueDart,Jaipur-Ahmedabad,North,Economy,7,7,TRUE,TRUE,TRUE,217.72,None,0
ORD102053,2024-06-11,Delhivery,Kochi-Coimbatore,South,Standard,4,4,TRUE,TRUE,TRUE,483.99,None,0
ORD102054,2024-01-09,Delhivery,Lucknow-Patna,East,Standard,3,6,FALSE,TRUE,FALSE,645.22,Vehicle Breakdown,3
ORD102055,2024-03-21,BlueDart,Lucknow-Patna,East,Standard,4,7,FALSE,TRUE,FALSE,603.66,Driver Shortage,3
ORD102056,2024-04-21,DTDC,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,612.16,None,0
ORD102057,2024-07-28,Delhivery,Delhi-Mumbai,North,Economy,7,10,FALSE,TRUE,FALSE,312.3,Driver Shortage,3
ORD102058,2024-09-20,DTDC,Bangalore-Hyderabad,South,Economy,7,9,FALSE,FALSE,FALSE,250.07,None,2
ORD102059,2024-12-26,DTDC,Delhi-Mumbai,North,Standard,3,4,FALSE,TRUE,FALSE,759.16,Vehicle Breakdown,1
ORD102060,2024-03-29,BlueDart,Bangalore-Hyderabad,South,Economy,6,6,TRUE,TRUE,TRUE,202.15,None,0
ORD102061,2024-08-10,Ekart,Mumbai-Chennai,West,Economy,7,7,TRUE,TRUE,TRUE,221.69,None,0
ORD102062,2024-10-11,XpressBees,Bhopal-Indore,Central,Economy,7,8,FALSE,TRUE,FALSE,250.66,Address Issue,1
ORD102063,2024-12-10,BlueDart,Bhopal-Indore,Central,Standard,4,4,TRUE,TRUE,TRUE,480.35,None,0
ORD102064,2024-07-17,BlueDart,Delhi-Mumbai,North,Standard,3,7,FALSE,TRUE,FALSE,622.29,Address Issue,4
ORD102065,2024-11-08,Ekart,Lucknow-Patna,East,Standard,5,7,FALSE,TRUE,FALSE,644.22,Weather Delay,2
ORD102066,2024-05-25,XpressBees,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,900.89,None,0
ORD102067,2024-10-17,DTDC,Bangalore-Hyderabad,South,Standard,5,5,TRUE,TRUE,TRUE,539.9,None,0
ORD102068,2024-11-09,BlueDart,Mumbai-Chennai,West,Standard,5,6,FALSE,TRUE,FALSE,473.43,High Volume Surge,1
ORD102069,2024-01-11,DTDC,Chennai-Pune,South,Economy,8,8,TRUE,TRUE,TRUE,262.57,None,0
ORD102070,2024-06-27,Delhivery,Delhi-Mumbai,North,Standard,4,6,FALSE,TRUE,FALSE,713.87,None,2
ORD102071,2024-04-01,Delhivery,Kolkata-Delhi,North,Economy,7,9,FALSE,TRUE,FALSE,281.94,None,2
ORD102072,2024-03-23,Delhivery,Chennai-Pune,South,Economy,6,6,TRUE,TRUE,TRUE,222.34,None,0
ORD102073,2024-03-31,DTDC,Lucknow-Patna,East,Express,1,4,FALSE,TRUE,FALSE,1615.43,Vehicle Breakdown,3
ORD102074,2024-09-04,Delhivery,Bhopal-Indore,Central,Economy,8,9,FALSE,TRUE,FALSE,236.84,None,1
ORD102075,2024-03-31,BlueDart,Lucknow-Patna,East,Economy,7,10,FALSE,TRUE,FALSE,378.47,Customs Hold,3
ORD102076,2024-04-12,XpressBees,Lucknow-Patna,East,Express,1,5,FALSE,TRUE,FALSE,1375.48,Vehicle Breakdown,4
ORD102077,2024-09-01,DTDC,Kolkata-Delhi,North,Express,1,6,FALSE,TRUE,FALSE,1503.51,None,5
ORD102078,2024-07-08,BlueDart,Jaipur-Ahmedabad,North,Standard,4,5,FALSE,TRUE,FALSE,463.56,Driver Shortage,1
ORD102079,2024-03-06,Delhivery,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,777.76,None,0
ORD102080,2024-09-30,DTDC,Surat-Nagpur,West,Standard,4,5,FALSE,TRUE,FALSE,541.07,High Volume Surge,1
ORD102081,2024-07-19,DTDC,Kolkata-Delhi,North,Economy,7,12,FALSE,TRUE,FALSE,456.78,None,5
ORD102082,2024-06-14,Ekart,Lucknow-Patna,East,Economy,7,11,FALSE,TRUE,FALSE,316.83,Vehicle Breakdown,4
ORD102083,2024-05-19,Delhivery,Surat-Nagpur,West,Standard,5,5,TRUE,TRUE,TRUE,425.12,None,0
ORD102084,2024-11-12,BlueDart,Lucknow-Patna,East,Standard,5,7,FALSE,TRUE,FALSE,659.73,Vehicle Breakdown,2
ORD102085,2024-09-11,XpressBees,Lucknow-Patna,East,Economy,7,10,FALSE,TRUE,FALSE,398.64,Driver Shortage,3
ORD102086,2024-06-03,DTDC,Chennai-Pune,South,Standard,5,7,FALSE,TRUE,FALSE,502.68,High Volume Surge,2
ORD102087,2024-09-30,XpressBees,Mumbai-Chennai,West,Standard,3,5,FALSE,TRUE,FALSE,519.28,High Volume Surge,2
ORD102088,2024-11-23,XpressBees,Mumbai-Chennai,West,Standard,5,7,FALSE,TRUE,FALSE,554.05,None,2
ORD102089,2024-03-12,XpressBees,Bhopal-Indore,Central,Express,2,2,TRUE,TRUE,TRUE,1028.62,None,0
ORD102090,2024-01-10,BlueDart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,486.16,None,0
ORD102091,2024-04-23,Delhivery,Bhopal-Indore,Central,Standard,5,5,TRUE,TRUE,TRUE,414.39,None,0
ORD102092,2024-08-30,DTDC,Delhi-Mumbai,North,Economy,8,11,FALSE,TRUE,FALSE,390.59,Driver Shortage,3
ORD102093,2024-08-16,BlueDart,Chennai-Pune,South,Economy,7,8,FALSE,TRUE,FALSE,208.41,None,1
ORD102094,2024-07-25,BlueDart,Jaipur-Ahmedabad,North,Express,1,1,TRUE,FALSE,FALSE,823.64,Driver Shortage,0
ORD102095,2024-10-12,DTDC,Mumbai-Chennai,West,Economy,7,9,FALSE,FALSE,FALSE,276.49,None,2
ORD102096,2024-01-10,DTDC,Chennai-Pune,South,Express,2,4,FALSE,TRUE,FALSE,1032.36,Driver Shortage,2
ORD102097,2024-03-03,DTDC,Mumbai-Chennai,West,Standard,3,4,FALSE,FALSE,FALSE,519.13,Driver Shortage,1
ORD102098,2024-06-24,Delhivery,Delhi-Mumbai,North,Standard,4,6,FALSE,TRUE,FALSE,604.59,Driver Shortage,2
ORD102099,2024-08-11,DTDC,Lucknow-Patna,East,Standard,4,6,FALSE,TRUE,FALSE,750.41,High Volume Surge,2
ORD102100,2024-03-04,Delhivery,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,481.96,None,0
ORD102101,2024-05-30,BlueDart,Kochi-Coimbatore,South,Standard,3,3,TRUE,TRUE,TRUE,463.28,None,0
ORD102102,2024-10-04,BlueDart,Surat-Nagpur,West,Standard,4,4,TRUE,TRUE,TRUE,439.99,None,0
ORD102103,2024-02-19,Ekart,Chennai-Pune,South,Standard,5,5,TRUE,TRUE,TRUE,434.36,None,0
ORD102104,2024-11-01,DTDC,Kolkata-Delhi,North,Express,2,4,FALSE,TRUE,FALSE,1385.11,None,2
ORD102105,2024-08-29,BlueDart,Delhi-Mumbai,North,Economy,6,8,FALSE,TRUE,FALSE,378.47,None,2
ORD102106,2024-06-26,Delhivery,Kolkata-Delhi,North,Economy,7,9,FALSE,TRUE,FALSE,312.53,High Volume Surge,2
ORD102107,2024-10-26,Ekart,Bhopal-Indore,Central,Economy,8,8,TRUE,TRUE,TRUE,205.52,None,0
ORD102108,2024-07-26,Delhivery,Chennai-Pune,South,Economy,7,7,TRUE,TRUE,TRUE,211.76,None,0
ORD102109,2024-01-25,DTDC,Mumbai-Chennai,West,Standard,4,5,FALSE,TRUE,FALSE,541.54,Driver Shortage,1
ORD102110,2024-08-29,Ekart,Jaipur-Ahmedabad,North,Economy,6,6,TRUE,TRUE,TRUE,211.52,None,0
ORD102111,2024-02-27,Ekart,Kolkata-Delhi,North,Economy,6,8,FALSE,TRUE,FALSE,359.61,Address Issue,2
ORD102112,2024-08-23,BlueDart,Surat-Nagpur,West,Standard,5,5,TRUE,TRUE,TRUE,493.2,None,0
ORD102113,2024-03-04,Ekart,Kolkata-Delhi,North,Standard,5,6,FALSE,TRUE,FALSE,655.39,None,1
ORD102114,2024-11-25,Delhivery,Bhopal-Indore,Central,Standard,3,3,TRUE,TRUE,TRUE,426.57,None,0
ORD102115,2024-03-30,DTDC,Bhopal-Indore,Central,Express,2,3,FALSE,TRUE,FALSE,1154.04,Address Issue,1
ORD102116,2024-02-02,DTDC,Surat-Nagpur,West,Standard,3,3,TRUE,TRUE,TRUE,514.47,None,0
ORD102117,2024-04-18,Delhivery,Jaipur-Ahmedabad,North,Express,2,2,TRUE,TRUE,TRUE,906.39,None,0
ORD102118,2024-02-24,Delhivery,Jaipur-Ahmedabad,North,Standard,5,5,TRUE,TRUE,TRUE,455.81,None,0
ORD102119,2024-09-02,XpressBees,Jaipur-Ahmedabad,North,Economy,7,7,TRUE,TRUE,TRUE,237.44,None,0
ORD102120,2024-11-05,XpressBees,Surat-Nagpur,West,Express,2,4,FALSE,TRUE,FALSE,1034.21,None,2
ORD102121,2024-10-27,Ekart,Kochi-Coimbatore,South,Standard,5,6,FALSE,TRUE,FALSE,486.54,None,1
ORD102122,2024-10-22,DTDC,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,1025.02,None,0
ORD102123,2024-05-30,DTDC,Delhi-Mumbai,North,Express,2,3,FALSE,TRUE,FALSE,1574.55,None,1
ORD102124,2024-10-25,Ekart,Lucknow-Patna,East,Economy,8,11,FALSE,TRUE,FALSE,371.6,Customs Hold,3
ORD102125,2024-09-22,XpressBees,Jaipur-Ahmedabad,North,Express,2,3,FALSE,TRUE,FALSE,1084.55,None,1
ORD102126,2024-11-07,DTDC,Mumbai-Chennai,West,Express,1,1,TRUE,TRUE,TRUE,1082.06,None,0
ORD102127,2024-08-19,Delhivery,Mumbai-Chennai,West,Standard,5,5,TRUE,TRUE,TRUE,486.66,None,0
ORD102128,2024-05-16,XpressBees,Mumbai-Chennai,West,Express,2,4,FALSE,TRUE,FALSE,946.1,None,2
ORD102129,2024-10-01,XpressBees,Kolkata-Delhi,North,Standard,3,7,FALSE,FALSE,FALSE,789.86,Customs Hold,4
ORD102130,2024-10-22,BlueDart,Mumbai-Chennai,West,Economy,6,7,FALSE,TRUE,FALSE,201.51,Address Issue,1
ORD102131,2024-10-13,BlueDart,Delhi-Mumbai,North,Economy,8,11,FALSE,TRUE,FALSE,320.25,Vehicle Breakdown,3
ORD102132,2024-08-25,XpressBees,Lucknow-Patna,East,Economy,6,8,FALSE,TRUE,FALSE,414.5,None,2
ORD102133,2024-10-26,Ekart,Delhi-Mumbai,North,Express,1,5,FALSE,FALSE,FALSE,1196.9,None,4
ORD102134,2024-05-04,BlueDart,Mumbai-Chennai,West,Express,1,2,FALSE,TRUE,FALSE,874.87,Weather Delay,1
ORD102135,2024-05-25,BlueDart,Lucknow-Patna,East,Economy,6,9,FALSE,TRUE,FALSE,362.72,Weather Delay,3
ORD102136,2024-02-05,BlueDart,Jaipur-Ahmedabad,North,Express,2,2,TRUE,TRUE,TRUE,800.12,None,0
ORD102137,2024-11-02,DTDC,Jaipur-Ahmedabad,North,Standard,3,5,FALSE,FALSE,FALSE,504.33,Driver Shortage,2
ORD102138,2024-02-16,DTDC,Lucknow-Patna,East,Express,1,3,FALSE,TRUE,FALSE,1674.41,Customs Hold,2
ORD102139,2024-07-16,Ekart,Jaipur-Ahmedabad,North,Standard,5,5,TRUE,TRUE,TRUE,435.09,None,0
ORD102140,2024-07-20,Delhivery,Lucknow-Patna,East,Economy,7,10,FALSE,TRUE,FALSE,312.14,Vehicle Breakdown,3
ORD102141,2024-01-15,BlueDart,Kochi-Coimbatore,South,Economy,6,6,TRUE,TRUE,TRUE,206,None,0
ORD102142,2024-02-12,DTDC,Bangalore-Hyderabad,South,Economy,7,10,FALSE,TRUE,FALSE,244.21,None,3
ORD102143,2024-11-20,Ekart,Lucknow-Patna,East,Standard,3,7,FALSE,TRUE,FALSE,723.02,Address Issue,4
ORD102144,2024-04-06,Ekart,Kolkata-Delhi,North,Economy,8,11,FALSE,TRUE,FALSE,281.51,None,3
ORD102145,2024-02-22,DTDC,Bhopal-Indore,Central,Express,1,2,FALSE,FALSE,FALSE,943.85,High Volume Surge,1
ORD102146,2024-06-11,Ekart,Chennai-Pune,South,Economy,7,8,FALSE,TRUE,FALSE,231.22,None,1
ORD102147,2024-11-06,BlueDart,Kolkata-Delhi,North,Economy,7,10,FALSE,TRUE,FALSE,324.74,Driver Shortage,3
ORD102148,2024-02-27,DTDC,Delhi-Mumbai,North,Express,1,6,FALSE,TRUE,FALSE,1662.17,Address Issue,5
ORD102149,2024-11-24,Ekart,Kolkata-Delhi,North,Economy,8,10,FALSE,TRUE,FALSE,280.36,None,2
ORD102150,2024-09-14,DTDC,Lucknow-Patna,East,Economy,6,8,FALSE,TRUE,FALSE,358.03,None,2
ORD102151,2024-07-02,BlueDart,Bhopal-Indore,Central,Economy,7,7,TRUE,TRUE,TRUE,217.5,None,0
ORD102152,2024-08-18,Delhivery,Bhopal-Indore,Central,Economy,6,6,TRUE,TRUE,TRUE,231.48,None,0
ORD102153,2024-09-19,Ekart,Delhi-Mumbai,North,Express,1,4,FALSE,TRUE,FALSE,1165.9,Vehicle Breakdown,3
ORD102154,2024-12-01,BlueDart,Lucknow-Patna,East,Express,1,3,FALSE,TRUE,FALSE,1428.54,Weather Delay,2
ORD102155,2024-05-17,Delhivery,Bangalore-Hyderabad,South,Express,1,1,TRUE,TRUE,TRUE,787.77,None,0
ORD102156,2024-10-16,BlueDart,Chennai-Pune,South,Express,1,2,FALSE,TRUE,FALSE,907.61,None,1
ORD102157,2024-11-20,Delhivery,Kolkata-Delhi,North,Standard,4,5,FALSE,TRUE,FALSE,665.27,None,1
ORD102158,2024-07-18,Delhivery,Bangalore-Hyderabad,South,Standard,5,6,FALSE,FALSE,FALSE,470.72,Vehicle Breakdown,1
ORD102159,2024-03-14,DTDC,Chennai-Pune,South,Standard,3,3,TRUE,TRUE,TRUE,624.23,None,0
ORD102160,2024-09-30,Ekart,Bangalore-Hyderabad,South,Express,2,2,TRUE,TRUE,TRUE,781.95,None,0
ORD102161,2024-12-18,BlueDart,Kochi-Coimbatore,South,Express,1,1,TRUE,TRUE,TRUE,838.38,None,0
ORD102162,2024-03-18,Delhivery,Lucknow-Patna,East,Express,2,3,FALSE,TRUE,FALSE,1256.67,None,1
ORD102163,2024-07-28,BlueDart,Delhi-Mumbai,North,Economy,7,9,FALSE,TRUE,FALSE,290.49,Vehicle Breakdown,2
ORD102164,2024-06-19,DTDC,Bhopal-Indore,Central,Express,1,3,FALSE,TRUE,FALSE,901.23,Vehicle Breakdown,2
ORD102165,2024-01-18,BlueDart,Kochi-Coimbatore,South,Express,2,2,TRUE,TRUE,TRUE,780.21,None,0
ORD102166,2024-10-16,Delhivery,Surat-Nagpur,West,Express,1,1,TRUE,TRUE,TRUE,903.21,None,0
ORD102167,2024-05-23,DTDC,Delhi-Mumbai,North,Standard,3,8,FALSE,FALSE,FALSE,720.7,Driver Shortage,5
ORD102168,2024-05-11,BlueDart,Lucknow-Patna,East,Standard,3,6,FALSE,TRUE,FALSE,656.96,Customs Hold,3
ORD102169,2024-05-30,Delhivery,Chennai-Pune,South,Standard,3,3,TRUE,TRUE,TRUE,473.36,None,0
ORD102170,2024-06-24,Delhivery,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,406.39,None,0
ORD102171,2024-12-06,Delhivery,Bangalore-Hyderabad,South,Economy,7,7,TRUE,TRUE,TRUE,230.23,None,0
ORD102172,2024-06-29,DTDC,Delhi-Mumbai,North,Standard,4,9,FALSE,TRUE,FALSE,726.68,Driver Shortage,5
ORD102173,2024-10-12,BlueDart,Jaipur-Ahmedabad,North,Express,1,2,FALSE,TRUE,FALSE,875.76,Address Issue,1
ORD102174,2024-02-24,Delhivery,Delhi-Mumbai,North,Standard,4,7,FALSE,TRUE,FALSE,617.46,None,3
ORD102175,2024-07-26,BlueDart,Kochi-Coimbatore,South,Standard,5,5,TRUE,TRUE,TRUE,443.69,None,0
ORD102176,2024-03-05,DTDC,Chennai-Pune,South,Economy,7,9,FALSE,TRUE,FALSE,299.42,Customs Hold,2
ORD102177,2024-02-15,XpressBees,Kolkata-Delhi,North,Standard,3,6,FALSE,TRUE,FALSE,705.17,High Volume Surge,3
ORD102178,2024-08-11,BlueDart,Kochi-Coimbatore,South,Economy,6,7,FALSE,TRUE,FALSE,235.24,None,1
ORD102179,2024-11-16,BlueDart,Chennai-Pune,South,Express,2,2,TRUE,TRUE,TRUE,928.53,None,0
ORD102180,2024-05-18,Delhivery,Bangalore-Hyderabad,South,Standard,3,3,TRUE,TRUE,TRUE,450.89,None,0
ORD102181,2024-07-29,BlueDart,Surat-Nagpur,West,Economy,6,6,TRUE,TRUE,TRUE,240.48,None,0
ORD102182,2024-02-03,Ekart,Jaipur-Ahmedabad,North,Standard,3,3,TRUE,TRUE,TRUE,405.88,None,0
ORD102183,2024-06-17,Delhivery,Bangalore-Hyderabad,South,Economy,8,9,FALSE,TRUE,FALSE,230.67,Address Issue,1
ORD102184,2024-07-25,Delhivery,Delhi-Mumbai,North,Express,1,2,FALSE,FALSE,FALSE,1175.15,None,1
ORD102185,2024-02-16,Delhivery,Surat-Nagpur,West,Economy,6,6,TRUE,FALSE,FALSE,220.93,High Volume Surge,0
ORD102186,2024-10-17,Ekart,Mumbai-Chennai,West,Express,2,2,TRUE,FALSE,FALSE,927.34,Customs Hold,0
ORD102187,2024-10-24,Delhivery,Bangalore-Hyderabad,South,Express,2,2,TRUE,TRUE,TRUE,891.17,None,0
ORD102188,2024-10-07,DTDC,Bhopal-Indore,Central,Economy,7,9,FALSE,TRUE,FALSE,278.23,Weather Delay,2
ORD102189,2024-04-22,XpressBees,Lucknow-Patna,East,Standard,4,5,FALSE,FALSE,FALSE,859.19,None,1
ORD102190,2024-11-26,XpressBees,Kolkata-Delhi,North,Express,1,5,FALSE,FALSE,FALSE,1389.41,High Volume Surge,4
